permno,cik,link_start,link_end
91128,0000874499,2006-02-28,2020-11-25
91133,0001347426,2006-03-24,
91135,0001279495,2006-03-27,
91136,0001336545,2006-03-07,2007-12-12
91136,0001336545,2007-12-13,2016-02-08
91138,0001329388,2006-03-29,2018-06-29
91139,0001341769,2006-03-27,2008-04-30
91140,0001219641,2006-03-27,2006-11-17
91141,0001011835,2006-03-15,2016-09-30
91142,0000036340,1985-07-12,1996-08-30
91143,0001368007,2006-03-08,2013-11-12
91150,0001122380,2006-03-13,2006-10-23
91151,0001345111,2006-03-24,2014-12-31
91152,0001260221,2006-03-15,
91153,0001530804,2006-03-31,2008-09-29
91154,0001344413,2006-03-08,2016-06-30
91155,0001040491,2006-03-13,2008-07-11
91156,0000945828,2006-03-21,2010-02-03
91157,0001325228,2006-03-24,2008-07-02
91158,0001290096,2006-03-09,2008-11-28
91159,0001279831,2006-03-27,2008-01-18
91160,0001344907,2006-03-24,2011-09-30
91161,0001309402,2006-03-15,2008-10-30
91161,0001309402,2008-10-31,
91162,0001347510,2006-03-30,2012-04-30
91163,0001342338,2006-03-31,
91164,0001069249,2006-03-01,2008-04-23
91165,0001108727,2006-03-17,2009-12-04
91166,0001167896,2006-03-22,2008-01-24
91167,0001514131,2006-03-31,2006-03-31
91167,0001514131,2006-04-01,2018-09-28
91169,0000772595,1986-01-31,1989-11-30
91170,0001139683,2006-04-26,2008-09-16
91171,0001343034,2006-04-04,2020-01-31
91172,0001515003,2006-04-28,2011-02-28
91173,0000890640,2006-04-27,2010-01-29
91174,0001284519,2006-04-28,2011-06-29
91175,0001166463,2006-04-05,2008-02-20
91176,0001341318,2006-04-04,
91177,0000080252,1985-10-15,1993-07-30
91178,0001349426,2006-04-21,2008-12-31
91179,0001324915,2006-04-07,2011-07-18
91180,0001126752,2006-04-21,2006-10-26
91183,0001352713,2006-04-27,2009-05-13
91184,0001124105,2006-04-12,2015-08-20
91184,0001124105,2015-08-21,
91185,0000750644,1985-01-31,1989-04-28
91186,0001347178,2006-04-12,
91187,0000921590,2006-04-17,2015-06-30
91190,0001337675,2006-04-04,2008-09-18
91191,0000809103,2006-04-18,2008-03-13
91192,0001311538,2006-04-06,2019-10-31
91193,0000773135,1985-08-14,1985-08-29
91193,0000773135,1985-08-30,1995-11-29
91194,0001350869,2006-04-26,
91195,0001340041,2006-04-21,
91196,0001345564,2006-04-06,2010-06-21
91198,0001334510,2006-04-26,2012-12-31
91199,0001338401,2006-04-21,2011-11-04
91200,0001314655,2006-04-06,2008-02-13
91201,0001326205,2006-04-13,2018-10-26
91201,0001326205,2019-02-26,
91203,0001336249,2006-04-28,2008-07-21
91204,0000784977,2006-04-10,
91205,0000748015,2006-04-07,2013-03-28
91206,0000742876,1985-09-18,1985-09-29
91206,0000742876,1985-09-30,1988-11-16
91207,0000316206,2006-04-10,2016-09-22
91211,0000933157,2006-05-24,2009-05-08
91212,0001618756,2006-05-18,2010-10-19
91214,0000080473,1985-10-23,1986-12-31
91215,0001694426,2006-05-04,
91216,0001514226,2006-05-04,2010-07-07
91217,0001340735,2006-05-26,2010-03-11
91218,0001350031,2006-05-18,2009-06-30
91219,0001331945,2006-05-30,2008-06-06
91230,0001328208,2006-05-11,2008-05-27
91231,0001004125,2006-05-03,2012-10-31
91233,0001141391,2006-05-25,
91234,0001350593,2006-05-26,
91235,0001452477,2006-05-26,2009-06-16
91236,0001045513,2006-05-24,2007-04-23
91237,0001272830,2006-05-24,2022-07-29
91249,0000729232,1984-09-13,1991-06-28
91257,0000790183,1985-01-01,1985-02-27
91257,0000790183,1985-02-28,2004-02-27
91262,0001135185,2006-05-31,2023-03-31
91263,0001344980,2006-05-10,2018-05-31
91264,0001344708,2006-05-26,2008-04-17
91265,0000768892,1985-08-30,1989-01-26
91265,0000768892,1990-05-09,1998-06-14
91265,0000768892,1998-11-04,2009-02-12
91266,0001089787,2006-05-15,2010-06-04
91267,0001138400,2006-05-12,2013-03-28
91268,0001352045,2006-05-12,2009-07-24
91269,0001117171,2006-05-31,
91270,0001333763,2006-05-02,2014-06-30
91271,0001345126,2006-05-11,
91272,0001170833,2006-05-01,2009-09-25
91273,0000714865,1985-12-04,1995-03-31
91274,0000947559,2006-05-26,2025-04-30
91275,0001507934,2006-05-10,2011-09-25
91276,0001507934,2006-05-10,2011-09-25
91277,0001355096,2006-05-10,
91278,0001355096,2006-05-10,2025-05-27
91279,0001178711,2006-05-10,2009-01-31
91279,0001178711,2009-02-02,2014-10-30
91279,0001178711,2014-10-31,2023-09-29
91280,0001351509,2006-05-05,2009-06-19
91281,0000731308,1984-11-08,1989-08-07
91282,0001123541,2006-05-17,2012-10-05
91283,0001282648,2006-05-09,2016-08-31
91283,0001282648,2016-09-01,2016-09-11
91283,0001282648,2016-09-12,2019-07-22
91283,0001282648,2020-02-20,
91284,0001350620,2006-05-17,2008-07-16
91285,0001327603,2006-05-01,2017-03-29
91286,0001307752,2006-05-31,2016-05-31
91287,0000754811,1996-06-03,
91288,0001285043,2006-06-29,2009-03-27
91289,0000742275,2006-06-19,2009-10-30
91296,0001356750,2006-06-28,2009-07-31
91299,0001342287,2006-06-13,2021-05-28
91300,0000768986,1985-07-26,1987-12-30
91301,0001356115,2006-06-26,
91302,0001051251,2006-06-28,2011-02-28
91302,0001051251,2011-03-01,2011-03-04
91303,0001322866,2006-06-21,2014-12-31
91304,0001359816,2006-06-28,2014-11-28
91305,0001334388,2006-06-22,2020-04-01
91305,0001334388,2022-01-31,
91306,0000866028,2006-06-26,2023-11-30
91321,0000886986,2006-06-29,
91322,0001343202,2006-06-14,2008-10-31
91323,0001012454,2006-06-06,2007-01-03
91337,0000706852,1993-01-01,1993-05-27
91337,0000706852,1993-05-28,1994-11-09
91347,0001145061,2006-06-20,2009-11-24
91348,0001350653,2006-06-02,
91349,0001281774,2006-06-02,2023-01-31
91350,0001354513,2006-06-01,2016-05-31
91351,0001321268,2006-06-19,2013-12-31
91352,0001365241,2006-06-29,2009-06-15
91353,0000758256,1985-06-14,1991-04-25
91354,0001202273,2006-06-15,2012-07-31
91355,0001287808,2006-06-29,2022-12-30
91356,0001331520,2006-06-23,
91357,0001356949,2006-06-15,2021-06-30
91358,0001353209,2006-06-07,2012-04-30
91359,0001239819,2006-06-02,
91360,0001263762,2006-06-30,2021-10-29
91361,0000764045,1986-01-01,1986-01-30
91361,0000764045,1986-01-31,1987-07-15
91362,0001357525,2006-06-28,2009-10-30
91363,0001354327,2006-06-28,2024-03-31
91364,0000796764,2006-06-19,2016-02-09
91365,0001180145,2006-06-28,2009-02-25
91365,0001180145,2009-02-26,2023-04-30
91366,0001131554,2006-06-15,
91367,0001363851,2006-06-23,2015-07-31
91369,0001323033,2006-06-09,2012-01-27
91370,0001171529,2006-06-21,2010-04-30
91371,0001354217,2006-06-15,2015-02-27
91372,0001352341,2006-06-13,2011-07-01
91373,0001328300,2006-06-01,2022-07-29
91374,0001362481,2006-07-26,
91375,0001071941,2006-07-03,2011-09-02
91376,0001623595,2006-07-21,2015-02-27
91377,0001344705,2006-07-28,2008-12-01
91379,0001156041,2006-07-26,
91380,0000770949,1985-07-26,2006-01-31
91382,0000050710,2006-07-20,2010-07-02
91383,0001363421,2006-07-25,2016-10-31
91388,0001398987,2006-08-01,2007-04-09
91389,0001223786,2006-07-14,2018-07-31
91390,0001356570,2006-07-26,2024-02-29
91390,0001356570,2024-03-01,2024-03-27
91391,0001282266,2006-07-18,2020-09-30
91392,0001361658,2006-08-01,
91393,0001163348,2006-07-12,2017-08-31
91394,0001326710,2006-07-26,2008-08-28
91395,0001318641,2006-07-21,2021-07-27
91395,0001318641,2021-07-28,
91396,0000777539,1985-11-15,1989-04-07
91397,0001355786,2006-07-20,2016-10-31
91398,0001355007,2006-07-13,2009-10-30
91399,0001092099,2006-07-18,2007-05-18
91400,0001283582,2006-07-11,2016-09-30
91401,0001352302,2006-07-28,2018-12-31
91402,0000892553,2006-07-26,
91403,0000811596,2006-07-07,
91404,0001353268,2006-07-24,2010-03-02
91405,0001847398,2006-07-06,2015-12-24
91406,0001355855,2006-07-07,
91407,0001355823,2006-07-12,2013-12-31
91409,0000763567,1985-10-28,2002-08-30
91410,0001359055,2006-08-04,2010-11-30
91411,0001096791,2006-08-24,2011-11-28
91412,0000922237,2006-08-29,2023-02-10
91413,0001360901,2006-08-11,
91414,0001363438,2006-08-29,2022-12-30
91415,0001347006,2006-08-01,2008-04-30
91416,0001359841,2006-09-06,
91418,0001275229,2006-08-16,2020-09-30
91419,0001335190,2006-08-29,2015-11-10
91420,0001369377,2006-08-09,2009-01-23
91421,0000917225,2006-08-11,
91422,0001162324,2006-08-10,2015-06-30
91425,0000761915,1985-08-30,1993-06-30
91425,0000761915,1993-07-01,1993-07-27
91425,0000761915,1993-07-28,1994-04-26
91426,0001362988,2006-08-08,2020-03-31
91427,0001358164,2006-08-02,2008-12-16
91428,0001350102,2006-08-10,2016-02-24
91428,0001350102,2022-08-24,
91429,0001281696,2006-08-10,2011-02-28
91431,0001143155,2006-08-03,2017-12-31
91432,0001350381,2006-08-16,2020-10-30
91434,0001360886,2006-08-04,2017-03-13
91434,0001360886,2018-08-01,2019-04-30
91435,0001309710,2006-08-15,2009-02-25
91436,0001368893,2006-09-27,2014-12-31
91437,0000924805,2006-09-21,2011-09-29
91437,0000924805,2019-10-15,
91438,0001330969,2006-09-28,2008-11-07
91439,0001364728,2006-09-22,2016-01-29
91441,0000743136,1985-11-12,2001-02-28
91446,0001323648,2006-09-05,2021-12-31
91452,0001363890,2006-09-21,2018-08-31
91453,0001430725,2006-09-29,
91454,0001358656,2006-09-21,2012-10-03
91455,0001373060,2006-09-26,2016-03-31
91456,0001368493,2006-09-28,
91457,0001372920,2006-09-07,
91461,0001365135,2006-10-02,
91462,0001295557,2006-09-29,2010-03-31
91463,0001169561,2006-09-22,
91464,0001342960,2006-09-22,2010-10-29
91465,0001040570,2006-09-14,2013-01-31
91466,0000884909,2006-09-21,2010-03-31
91467,0001345840,2006-09-22,2011-06-08
91468,0001362004,2006-09-28,
91469,0001103764,2006-09-06,2008-03-27
91470,0001362599,2006-09-29,2008-07-21
91471,0001069308,2006-09-01,2017-09-20
91471,0001069308,2017-09-21,2023-11-08
91472,0001358356,2006-09-22,2023-05-31
91476,0000742245,1984-11-01,1988-10-31
91484,0000745659,1985-01-10,1990-05-25
91485,0001357326,2006-09-21,2015-04-24
91486,0001125920,2006-09-29,2019-09-30
91487,0001323854,2006-09-21,2013-09-30
91488,0001107421,2006-09-22,
91489,0001361937,2006-09-27,2018-06-04
91490,0001363381,2006-09-20,2009-12-04
91491,0001070336,2006-10-26,2020-01-31
91492,0000779164,1985-11-22,2004-03-25
91493,0001130258,2006-10-13,2013-03-31
91494,0001357371,2006-10-04,2018-04-06
91495,0001333248,2006-10-25,2014-03-31
91496,0001345968,2006-10-12,2009-06-25
91497,0001329365,2006-10-31,2017-01-31
91498,0001333493,2006-10-13,
91499,0001364541,2006-10-25,2015-10-30
91500,0001297989,2006-10-20,
91501,0001485176,2006-10-02,2016-07-29
91502,0001376972,2006-10-26,2016-04-29
91503,0001158895,2006-10-19,
91504,0001219169,2006-10-27,2008-08-29
91505,0000783728,1986-01-31,1989-05-19
91506,0000802301,2006-10-23,2009-04-14
91507,0001361709,2006-10-19,2014-08-29
91508,0001178409,2006-10-04,2016-07-05
91509,0001298521,2006-10-18,2010-10-29
91510,0001367064,2006-10-17,2018-04-30
91511,0001062781,2006-10-13,2016-10-18
91512,0001145202,2006-10-12,2009-02-10
91514,0001487052,2006-10-03,2019-10-31
91515,0001316645,2006-10-19,
91516,0000007431,2006-10-18,
91517,0000929994,2006-11-10,2013-07-31
91518,0001058090,2006-10-13,2009-12-21
91519,0001364250,2006-10-25,
91520,0001350886,2006-10-04,2008-11-13
91521,0000754365,1984-12-11,1991-08-20
91522,0001357971,2006-10-03,
91523,0000929186,2006-10-18,2011-02-09
91524,0001368900,2006-10-25,2008-10-23
91525,0001372117,2006-10-25,2021-06-30
91526,0001362734,2006-10-20,2010-02-26
91527,0001341470,2006-10-13,2012-01-27
91528,0001316925,2006-10-19,2009-06-22
91531,0001370946,2006-11-01,
91540,0000760031,1985-10-18,1992-08-26
91547,0001336920,2006-10-13,
91548,0001360555,2006-10-18,2010-08-17
91556,0000745732,1985-08-08,
91560,0001369241,2006-10-06,
91561,0001304623,2006-11-10,2007-12-17
91563,0001353123,2006-11-30,2006-11-30
91563,0001353123,2006-11-30,2006-11-30
91563,0001353123,2006-12-01,2014-09-30
91564,0000755548,1985-06-13,1996-09-30
91567,0001375340,2006-11-21,
91568,0001375387,2006-11-22,2018-03-29
91569,0001106645,2006-11-01,2008-09-26
91570,0001340736,2006-11-28,
91571,0001367644,2006-11-15,
91572,0000771142,1985-12-03,1997-10-31
91573,0001306900,2006-11-09,2017-08-31
91574,0001369639,2006-11-27,2008-11-28
91575,0001657853,2006-11-16,2016-06-30
91575,0001364479,2016-07-01,
91576,0001367396,2006-11-20,2008-11-20
91578,0001063494,2006-11-09,2013-02-28
91579,0001357615,2006-11-16,
91580,0001377085,2006-11-01,2008-08-21
91581,0001031093,2006-11-06,2010-04-30
91581,0001031093,2010-05-01,2015-05-29
91582,0001335730,2006-11-08,
91583,0001105018,2006-11-17,2008-08-21
91584,0001368519,2006-11-22,
91594,0001364885,2006-11-21,
91598,0001313024,2006-11-17,
91600,0001369817,2006-11-09,2017-09-29
91601,0000721161,1985-09-18,2001-10-31
91602,0001378789,2006-11-21,
91603,0001365555,2006-11-13,2018-11-30
91604,0001365767,2006-11-16,
91605,0001104349,2006-11-10,2018-07-31
91606,0001369568,2006-11-08,
91607,0001375877,2006-11-09,
91608,0001073475,2006-11-03,2019-07-31
91609,0001367859,2006-11-01,
91610,0001269871,2006-11-09,2012-12-31
91611,0001274494,2006-11-17,
91612,0001366868,2006-11-02,
91613,0001276591,2006-11-16,2016-07-29
91614,0001364099,2006-11-02,2020-02-28
91615,0001121702,2006-11-10,2024-05-15
91616,0001282631,2006-11-30,
91617,0001378239,2006-11-29,
91618,0001361983,2006-11-03,2021-09-30
91620,0000777504,1985-10-25,2003-09-19
91621,0001375829,2006-11-01,2016-07-29
91622,0001325670,2006-11-01,
91623,0001171298,2006-11-10,2014-01-31
91624,0000107681,2006-12-22,2012-03-30
91625,0001370450,2006-11-21,
91626,0001224450,2003-06-25,
91627,0001004724,2006-12-21,
91628,0001368802,2006-12-13,2009-09-30
91629,0001379384,2006-12-22,
91630,0001364100,2006-12-14,2014-10-29
91635,0001170991,2006-12-13,2018-08-31
91636,0000755499,1985-12-31,1996-06-28
91638,0001369824,2006-12-14,2010-03-31
91639,0001350593,2006-12-15,2009-01-28
91640,0001144945,2006-12-05,2011-03-10
91649,0001349108,2006-12-20,2009-02-18
91650,0001373835,2007-01-03,2017-03-31
91653,0001382158,2006-12-19,2017-03-31
91654,0001372000,2006-12-21,2018-06-29
91655,0001344376,2006-12-08,
91656,0001382298,2006-12-14,2020-01-31
91657,0001158223,2006-12-15,
91658,0001374535,2006-12-15,2023-04-28
91659,0001362468,2006-12-08,
91660,0001351197,2006-12-20,2008-12-08
91661,0001044577,2006-12-29,2018-05-31
91662,0001370314,2006-12-15,2010-07-30
91663,0000854709,2006-12-20,2009-04-28
91664,0001381074,2006-12-19,2025-05-14
91665,0001372020,2006-12-27,
91666,0001375557,2006-12-13,2017-09-29
91667,0001373980,2006-12-08,2013-01-31
91668,0001111928,2006-12-13,
91669,0001373671,2006-12-15,2010-12-31
91670,0001372807,2006-12-12,
91671,0001367705,2006-12-13,2008-08-14
91672,0001226616,2006-12-07,
91673,0001381640,2006-12-19,
91674,0001373561,2006-12-14,2017-12-29
91675,0001375247,2006-12-14,2013-04-30
91676,0001371455,2006-12-19,2008-01-25
91677,0001371541,2006-12-20,2019-01-31
91678,0000809248,2006-12-15,2024-05-31
91679,0000762131,1985-03-06,1997-04-30
91680,0001332341,2006-12-15,2008-03-31
91681,0001372791,2006-12-14,2009-05-11
91683,0001368458,2006-11-17,
91684,0001379400,2007-01-26,
91685,0001364644,2007-01-29,2009-03-03
91686,0001379378,2007-01-31,2011-09-30
91687,0000753899,1985-01-31,2007-01-31
91688,0001379041,2007-01-31,
91689,0001277866,2007-01-29,
91690,0001365790,2007-01-29,2007-11-04
91690,0001365790,2007-11-05,2010-10-29
91691,0001378701,2007-01-26,
91692,0001380509,2007-01-31,2019-07-31
91707,0001371782,2007-01-19,
91716,0000729270,1984-11-06,1989-08-31
91724,0000722820,1984-12-20,1986-11-28
91726,0001374346,2007-01-05,2008-12-31
91727,0001378453,2007-01-29,2023-05-31
91728,0001318545,2007-01-19,2013-02-28
91729,0001131312,2007-01-03,
91730,0001372813,2007-01-31,2011-06-30
91731,0001373079,2007-01-31,2015-10-30
91732,0000765815,1985-07-24,1985-07-30
91732,0000765815,1985-07-31,1995-02-08
91733,0001368622,2007-01-23,
91734,0001341170,2007-01-31,
91735,0001032863,2007-01-18,2011-12-30
91736,0001375320,2007-01-17,2015-04-30
91737,0001266719,2007-01-31,2011-11-01
91738,0001380180,2007-01-31,2007-10-31
91739,0001735828,2007-01-12,2019-12-13
91740,0001665562,2007-01-25,2009-04-06
91741,0001635261,2007-01-05,2020-07-31
91742,0001367083,2007-01-25,
91743,0001483195,2007-01-24,2019-11-30
91744,0001375336,2007-01-18,2010-03-09
91745,0001608741,2007-01-26,2014-12-19
91746,0001374993,2007-01-23,2010-07-22
91749,0001379438,2007-02-23,
91750,0001380393,2007-02-09,2017-12-29
91752,0001116927,2007-02-15,2021-10-05
91753,0001373641,2007-02-22,2009-06-30
91754,0001371489,2007-02-12,
91756,0001366578,2007-02-23,2009-01-30
91757,0001383441,2007-02-23,
91759,0000751367,1984-10-04,1987-01-30
91767,0000087814,1985-03-18,1993-05-13
91775,0000770504,1985-07-17,1988-02-29
91783,0000748103,1985-03-29,1998-10-07
91791,0000744166,1986-05-30,1990-09-28
91800,0001259648,2007-02-15,2009-01-28
91801,0001347652,2007-02-02,2023-12-01
91803,0001370618,2007-02-14,2008-11-19
91804,0000750813,1985-02-12,2003-03-14
91813,0001385145,2007-02-06,2021-02-08
91814,0001138723,2007-02-08,
91815,0000887733,2007-02-06,
91816,0001347022,2007-02-09,2011-09-01
91817,0001298663,2007-02-13,2008-09-10
91818,0001363829,2007-02-01,2025-07-31
91819,0001385598,2007-02-07,2018-07-31
91820,0001340752,2007-02-02,2010-12-20
91821,0001356104,2007-02-08,2020-04-30
91822,0001377630,2007-02-08,
91823,0001379661,2007-02-09,2016-02-16
91824,0001142576,2007-02-09,2013-10-31
91825,0001157780,2007-02-15,2012-07-31
91826,0001378950,2007-02-09,
91829,0001362959,2007-02-27,2018-05-21
91830,0001371011,2007-02-08,2010-04-30
91831,0001105360,2007-02-15,2010-10-01
91832,0001157601,2007-02-06,2016-07-24
91832,0001157601,2016-07-25,
91833,0001677235,2007-02-07,2013-05-31
91834,0001379785,2007-02-15,
91835,0001212235,2007-02-01,2009-08-14
91836,0001377789,2007-01-29,
91837,0000789868,2006-03-08,2013-06-28
91839,0001086411,1985-05-13,1999-05-06
91840,0001103078,2006-03-08,2010-11-02
91841,0001355795,2006-05-19,2008-10-31
91842,0001326123,2006-11-29,2007-08-31
91842,0001326123,2007-06-29,2007-08-31
91843,0001158833,2006-12-22,2009-11-24
91845,0001362705,2006-11-15,2024-02-29
91847,0000733594,1985-05-13,1993-07-19
91848,0001386369,2007-03-28,2009-07-31
91849,0001383312,2007-04-02,
91850,0001383650,2007-03-21,
91851,0001367880,2007-03-16,2008-12-19
91854,0001381531,2007-03-07,2021-11-30
91855,0000090498,1985-03-13,
91856,0001386067,2007-03-28,
91857,0001380534,2007-03-28,2011-09-30
91858,0001377936,2007-03-23,
91859,0001389207,2007-03-16,2018-12-14
91860,0001367660,2007-03-21,2009-02-11
91863,0000752738,1985-01-04,1988-03-07
91871,0000755659,1984-11-15,1996-12-27
91872,0001385632,2007-03-28,
91875,0001385763,2007-03-28,
91883,0001377013,2007-03-01,2016-05-17
91884,0001386608,2007-03-16,2011-04-29
91885,0001370433,2007-03-12,2009-03-16
91887,0001347815,2007-03-30,2012-11-30
91888,0001173752,2007-03-27,2015-05-29
91889,0001381325,2007-03-15,2011-11-30
91891,0001323653,2007-03-01,2014-02-28
91892,0001442505,2007-03-08,2008-11-28
91892,0001442505,2008-12-01,2013-07-31
91893,0001366340,2007-03-16,2011-07-06
91893,0001366340,2014-05-12,2020-07-23
91894,0001360537,2007-03-23,2009-02-27
91895,0001392326,2007-03-30,
91896,0001377902,2007-03-28,2008-12-31
91897,0001370291,2007-03-13,2013-06-04
91898,0001297846,2007-03-16,2009-09-30
91899,0001168195,2007-03-09,
91900,0001366246,2007-03-22,2021-04-30
91901,0001126741,2007-03-29,
91902,0000858655,2007-03-20,2024-11-29
91903,0001124394,2007-03-06,2008-11-06
91904,0001300578,2007-03-09,2009-02-19
91905,0001294250,2007-03-07,2018-03-29
91906,0001097136,2007-03-29,2010-07-06
91907,0001375365,2007-03-29,
91908,0001023860,2007-03-28,2019-10-31
91909,0001314772,2007-03-07,2022-06-30
91910,0000896429,2007-03-19,2019-09-25
91910,0000896429,2020-11-19,
91911,0001225874,2007-03-16,2020-07-31
91912,0001389476,2007-03-09,2011-03-07
91913,0001356462,2007-03-14,2012-12-31
91914,0001390195,2007-04-26,
91915,0001385280,2007-04-24,
91919,0000723312,1985-07-18,1995-02-08
91926,0000027904,2007-05-03,
91927,0000773148,1985-08-20,1989-05-31
91928,0001063259,2007-04-19,
91929,0001395213,2007-04-26,
91936,0001337749,2007-04-02,2009-06-11
91937,0001283699,2007-04-19,2013-04-30
91937,0001283699,2013-05-01,
91938,0001388141,2007-04-24,
91939,0001390109,2007-04-26,2014-11-28
91940,0001364714,2007-04-04,2009-04-13
91941,0001337927,2007-04-18,2009-09-15
91942,0001384360,2007-04-20,2013-12-31
91946,0001362614,2007-04-04,2009-08-19
91954,0000826326,2007-04-10,2012-08-07
91954,0000826326,2012-08-08,2019-07-19
91955,0001313730,2007-04-16,2011-01-28
91956,0001350072,2007-04-04,2015-04-30
91957,0001372664,2007-04-13,2012-05-31
91958,0001372326,2007-04-20,2008-04-25
91959,0001382230,2007-04-04,2025-07-31
91961,0001059677,2007-04-24,2008-02-19
91962,0001328511,2007-04-24,2008-04-01
91963,0001395593,2007-04-25,2011-11-03
91964,0001378140,2007-04-25,
91965,0001382911,2007-04-26,2019-05-31
91966,0001383414,2007-04-19,
91967,0001293593,2007-04-12,2017-05-31
91968,0001381668,2007-04-23,
91969,0001366649,2007-04-05,2010-10-03
91969,0001366649,2010-10-04,2014-12-31
91970,0000092440,1985-08-05,1999-01-29
91971,0001301081,2007-04-27,2012-01-31
91973,0001365742,2007-05-03,2021-01-31
91974,0001391461,2007-05-25,2018-08-31
91975,0000868857,2007-05-10,
91976,0001718405,2007-05-10,2015-03-09
91977,0001278027,2007-05-23,
91978,0001393299,2007-05-25,
91979,0001388430,2007-05-16,2021-11-22
91980,0001366922,2007-05-29,2009-03-05
91982,0001381526,2007-05-30,2009-06-02
91983,0000732834,2007-05-15,2022-11-30
91985,0001323838,2007-05-23,2016-08-04
91986,0000727683,1986-06-30,1987-11-30
91987,0001363202,2007-05-02,2009-02-18
91988,0001390840,2007-05-25,2014-12-31
91994,0000777277,1985-10-10,1998-07-31
92006,0000778432,1986-01-01,1986-01-30
92006,0000778432,1986-01-31,1989-06-23
92009,0000857073,2007-05-17,2011-04-01
92010,0001302350,2007-05-11,2021-11-30
92012,0001137469,2007-05-14,2009-04-13
92013,0001058033,2007-05-31,2008-10-31
92014,0000736700,1985-01-21,1987-12-07
92015,0001297024,2007-05-10,2011-10-20
92016,0001388126,2007-05-25,2025-09-30
92017,0001385617,2007-05-25,2009-06-30
92018,0001389305,2007-05-23,2012-04-30
92020,0001351051,2007-05-15,2015-02-02
92020,0001351051,2015-02-03,2021-03-25
92021,0001324245,2007-05-11,2016-03-03
92022,0000727503,1985-05-03,1992-02-28
92028,0001368879,2007-05-16,2009-04-17
92029,0000842633,2007-05-18,
92030,0000828189,2007-05-15,2009-10-09
92031,0001386607,2007-05-03,2012-08-31
92032,0001322505,2007-05-11,2016-11-03
92032,0001322505,2016-11-04,2023-03-31
92033,0001203957,2007-05-29,2012-02-06
92034,0001175609,2007-05-02,2018-07-31
92035,0001368265,2007-05-25,
92036,0001396247,2007-05-17,2019-09-30
92037,0001327012,2007-05-09,2008-12-17
92038,0001244937,2007-05-18,2017-08-31
92039,0001119745,2007-05-17,2011-03-01
92040,0001178879,2007-05-31,
92041,0001385613,2007-05-24,
92042,0001274563,2007-05-24,2010-11-15
92043,0001381197,2007-05-04,
92044,0001325281,2007-05-29,2018-11-30
92045,0001396278,2007-05-24,2010-03-31
92046,0001385830,2007-05-02,2012-06-28
92047,0001312547,2007-05-16,2011-03-18
92048,0001362120,2007-05-15,2010-09-15
92049,0000774341,1985-10-01,1988-04-29
92050,0001145197,2007-05-15,
92051,0001160165,2007-05-24,2011-03-14
92052,0002018064,2007-05-17,
92053,0001317872,2007-05-09,2011-06-30
92054,0001349437,2007-05-31,2016-11-30
92055,0001388775,2007-05-23,2008-06-05
92057,0001387767,1984-12-06,1998-08-11
92065,0000777627,1985-11-07,1987-12-31
92073,0000771790,1985-09-30,2007-06-29
92081,0000764599,1985-11-18,1988-12-21
92086,0001316644,2007-06-13,2009-05-01
92087,0001138830,2007-06-27,
92088,0001324105,2007-06-06,2012-11-30
92089,0001373670,2007-06-14,2014-10-27
92089,0001373670,2014-10-28,
92090,0001326003,2007-06-27,2024-03-28
92091,0001378590,2007-06-29,
92092,0001391984,2007-06-27,2009-07-31
92093,0001371446,2007-06-08,2017-06-30
92094,0001373525,2007-06-14,2015-12-31
92095,0001138639,2007-06-07,2025-03-31
92096,0001232524,2007-06-01,
92097,0001391127,2007-06-08,2024-09-17
92098,0001312206,2007-06-29,2009-10-30
92099,0000913665,2007-06-20,2010-10-28
92100,0000777538,1985-10-29,1998-01-16
92101,0001124608,2007-06-05,2015-07-02
92102,0001158172,2007-06-27,
92103,0001287950,2007-06-27,2013-12-31
92104,0001391672,2007-06-06,2009-12-31
92105,0001391390,2007-06-28,2013-10-31
92106,0001329361,2007-06-14,2009-08-20
92107,0001368613,2007-06-20,2009-06-02
92108,0001393818,2007-06-22,
92109,0001500341,2007-06-13,2010-06-30
92110,0001396277,2007-06-27,
92111,0001393726,2007-06-22,2010-08-26
92111,0001393726,2013-08-13,
92112,0001335106,2007-06-14,2013-05-31
92118,0001157557,2007-06-12,
92119,0001395999,2007-06-27,2011-02-28
92120,0001396167,2007-06-27,2023-03-31
92121,0001393612,2007-07-02,2025-05-30
92123,0001391437,2007-06-29,
92126,0001385424,2007-06-01,2014-02-21
92127,0001389611,2007-06-27,2012-08-31
92128,0001397173,2007-06-27,2021-11-30
92129,0000828976,1985-12-13,1997-06-27
92130,0000894158,2007-06-26,
92131,0001095052,2007-06-28,
92132,0001292556,2007-06-28,2015-08-31
92143,0001392972,2007-06-28,
92144,0001394074,2007-06-27,2018-12-31
92147,0001345715,2007-06-26,2009-08-07
92149,0001393662,2007-06-27,
92150,0001419428,2007-06-08,
92151,0001386787,2007-06-01,2009-04-29
92153,0000745607,1985-07-30,1996-11-29
92154,0001394029,2007-06-08,2020-10-30
92155,0001140310,2007-06-18,
92156,0001385187,2007-07-02,2015-01-26
92157,0001385157,2007-07-02,
92158,0001374796,2007-07-11,2009-07-06
92159,0001443979,2007-07-16,2009-07-17
92161,0000746255,1984-11-05,1986-12-31
92161,0000746255,1987-01-01,1987-06-30
92161,0000746255,1987-09-01,1989-07-30
92161,0000746255,1989-07-31,1999-08-31
92170,0001380936,2007-07-27,
