accession,cik,ticker,form,filing_time_utc,effective_trading_day,split
0001410578-25-000160,1126328,PFG,10-K,2025-02-19 21:23:25+00:00,2025-02-20,test
0001193125-25-029651,96021,SYY,8-K,2025-02-19 21:36:04+00:00,2025-02-20,test
0001050915-25-000005,1050915,PWR,10-K,2025-02-20 15:10:36+00:00,2025-02-20,test
0000079879-25-000034,79879,PPG,10-K,2025-02-20 19:40:48+00:00,2025-02-20,test
0000072331-25-000032,72331,NDSN,10-Q,2025-02-20 18:27:56+00:00,2025-02-20,test
0001193125-25-030027,76334,PH,8-K,2025-02-20 11:03:59+00:00,2025-02-20,test
0001396009-25-000005,1396009,VMC,10-K,2025-02-20 17:35:11+00:00,2025-02-20,test
0000049071-25-000007,49071,HUM,10-K,2025-02-20 19:34:08+00:00,2025-02-20,test
0001130310-25-000040,1130310,CNP,10-K,2025-02-20 11:05:52+00:00,2025-02-20,test
0001324404-25-000004,1324404,CF,8-K,2025-02-19 21:41:19+00:00,2025-02-20,test
0000798354-25-000047,798354,FI,10-K,2025-02-20 12:34:30+00:00,2025-02-20,test
0000051644-25-000024,51644,IPG,10-K,2025-02-20 16:36:58+00:00,2025-02-20,test
0000764622-25-000009,764622,PNW,8-K,2025-02-19 22:25:55+00:00,2025-02-20,test
0001041061-25-000013,1041061,YUM,10-K,2025-02-19 22:26:39+00:00,2025-02-20,test
0001811074-25-000044,1811074,TPL,10-K,2025-02-19 21:21:43+00:00,2025-02-20,test
0001156039-25-000010,1156039,ELV,10-K,2025-02-20 20:58:57+00:00,2025-02-20,test
0000899051-25-000012,899051,ALL,8-K,2025-02-20 12:45:33+00:00,2025-02-20,test
0000950142-25-000442,84839,ROL,8-K,2025-02-19 22:09:32+00:00,2025-02-20,test
0000950170-25-023145,75362,PCAR,10-K,2025-02-19 21:05:48+00:00,2025-02-20,test
0001193125-25-029614,1136869,ZBH,8-K,2025-02-19 21:16:42+00:00,2025-02-20,test
0000072331-25-000030,72331,NDSN,8-K,2025-02-19 21:39:12+00:00,2025-02-20,test
0000950170-25-023784,97210,TER,10-K,2025-02-20 14:55:54+00:00,2025-02-20,test
0001104659-25-015219,1324404,CF,8-K,2025-02-19 21:51:11+00:00,2025-02-20,test
0001057352-25-000016,1057352,CSGP,10-K,2025-02-19 22:48:29+00:00,2025-02-20,test
0001133421-25-000008,1133421,NOC,8-K,2025-02-19 21:09:29+00:00,2025-02-20,test
0001410636-25-000022,1410636,AWK,10-K,2025-02-19 21:27:57+00:00,2025-02-20,test
0001070750-25-000055,1070750,HST,8-K,2025-02-19 21:36:05+00:00,2025-02-20,test
0001410636-25-000023,1410636,AWK,8-K,2025-02-19 21:32:11+00:00,2025-02-20,test
0001564708-25-000094,1564708,NWS,8-K,2025-02-20 00:29:27+00:00,2025-02-20,test
0000950170-25-023983,1389170,TRGP,10-K,2025-02-20 19:15:42+00:00,2025-02-20,test
0000720005-25-000029,720005,RJF,8-K,2025-02-19 21:27:12+00:00,2025-02-20,test
0000950170-25-023713,1389170,TRGP,8-K,2025-02-20 11:15:09+00:00,2025-02-20,test
0001193125-25-030081,1050915,PWR,8-K,2025-02-20 11:59:54+00:00,2025-02-20,test
0000033213-25-000011,33213,EQT,10-K,2025-02-19 21:16:15+00:00,2025-02-20,test
0001140361-25-005129,1091667,CHTR,8-K,2025-02-19 21:46:58+00:00,2025-02-20,test
0001628280-25-006558,10456,BAX,8-K,2025-02-20 12:18:24+00:00,2025-02-20,test
0000092122-25-000020,92122,SO,8-K,2025-02-20 13:13:08+00:00,2025-02-20,test
0001065696-25-000012,1065696,LKQ,8-K,2025-02-20 11:36:54+00:00,2025-02-20,test
0001628280-25-006391,1699150,IR,10-K,2025-02-19 21:32:35+00:00,2025-02-20,test
0000092122-25-000018,92122,SO,10-K,2025-02-19 22:55:26+00:00,2025-02-20,test
0000906345-25-000008,906345,CPT,10-K,2025-02-20 20:21:20+00:00,2025-02-20,test
0000945841-25-000008,945841,POOL,8-K,2025-02-20 14:41:28+00:00,2025-02-20,test
0000046080-25-000008,46080,HAS,8-K,2025-02-20 11:40:18+00:00,2025-02-20,test
0000021344-25-000011,21344,KO,10-K,2025-02-20 20:17:12+00:00,2025-02-20,test
0000097745-25-000010,97745,TMO,10-K,2025-02-20 18:33:52+00:00,2025-02-20,test
0001393612-25-000009,1393612,DFS,10-K,2025-02-20 16:31:23+00:00,2025-02-20,test
0001352010-25-000004,1352010,EPAM,8-K,2025-02-20 00:52:50+00:00,2025-02-20,test
0000097745-25-000007,97745,TMO,8-K,2025-02-19 21:31:57+00:00,2025-02-20,test
0001130310-25-000043,1130310,CNP,8-K,2025-02-20 11:16:19+00:00,2025-02-20,test
0000004904-25-000031,4904,AEP,8-K,2025-02-19 22:04:32+00:00,2025-02-20,test
0000950170-25-023953,1316835,BLDR,10-K,2025-02-20 18:46:21+00:00,2025-02-20,test
0001558370-25-001190,9389,BALL,10-K,2025-02-20 16:12:47+00:00,2025-02-20,test
0000950170-25-023731,1316835,BLDR,8-K,2025-02-20 12:00:32+00:00,2025-02-20,test
0001413447-25-000019,1413447,NXPI,10-K,2025-02-20 11:04:10+00:00,2025-02-20,test
0001437749-25-004353,1474735,GNRC,10-K,2025-02-19 21:07:25+00:00,2025-02-20,test
0001996862-25-000008,1996862,BG,10-K,2025-02-20 19:39:04+00:00,2025-02-20,test
0001193125-25-030730,1336920,LDOS,8-K,2025-02-20 21:15:32+00:00,2025-02-21,test
0000091576-25-000038,91576,KEY,10-K,2025-02-21 20:54:59+00:00,2025-02-21,test
0001051470-25-000013,1051470,CCI,8-K,2025-02-20 21:29:59+00:00,2025-02-21,test
0001104659-25-015682,820027,AMP,8-K,2025-02-20 21:28:23+00:00,2025-02-21,test
0000832101-25-000010,832101,IEX,10-K,2025-02-20 21:31:33+00:00,2025-02-21,test
0000313616-25-000044,313616,DHR,8-K,2025-02-20 21:19:34+00:00,2025-02-21,test
0001335258-25-000027,1335258,LYV,8-K,2025-02-20 22:05:54+00:00,2025-02-21,test
0000950170-25-024750,746515,EXPD,10-K,2025-02-21 19:40:47+00:00,2025-02-21,test
0001558370-25-001227,31462,ECL,8-K,2025-02-20 21:35:14+00:00,2025-02-21,test
0001335258-25-000028,1335258,LYV,10-K,2025-02-20 22:39:17+00:00,2025-02-21,test
0001022079-25-000044,1022079,DGX,10-K,2025-02-20 21:30:52+00:00,2025-02-21,test
0001193125-25-030752,1389170,TRGP,8-K,2025-02-20 21:30:14+00:00,2025-02-21,test
0000950170-25-024770,916076,MLM,10-K,2025-02-21 19:57:38+00:00,2025-02-21,test
0001326801-25-000021,1326801,META,8-K,2025-02-20 21:33:09+00:00,2025-02-21,test
0000832101-25-000011,832101,IEX,8-K,2025-02-20 21:32:43+00:00,2025-02-21,test
0000313616-25-000043,313616,DHR,10-K,2025-02-20 21:18:06+00:00,2025-02-21,test
0000107815-25-000103,783325,WEC,10-K,2025-02-21 16:23:27+00:00,2025-02-21,test
0001140361-25-005267,1539838,FANG,8-K,2025-02-20 21:28:30+00:00,2025-02-21,test
0000006951-25-000011,6951,AMAT,10-Q,2025-02-20 21:02:43+00:00,2025-02-21,test
0001437749-25-004736,728535,JBHT,10-K,2025-02-21 20:42:02+00:00,2025-02-21,test
0001213900-25-015669,1039684,OKE,8-K,2025-02-20 21:05:50+00:00,2025-02-21,test
0000753308-25-000013,753308,NEE,8-K,2025-02-21 19:56:50+00:00,2025-02-21,test
0001032208-25-000006,1032208,SRE,8-K,2025-02-20 21:48:22+00:00,2025-02-21,test
0001324404-25-000006,1324404,CF,10-K,2025-02-20 21:11:40+00:00,2025-02-21,test
0001375365-25-000003,1375365,SMCI,8-K,2025-02-21 14:01:41+00:00,2025-02-21,test
0000033185-25-000025,33185,EFX,10-K,2025-02-20 21:25:43+00:00,2025-02-21,test
0000065984-25-000018,65984,ETR,8-K,2025-02-20 22:05:38+00:00,2025-02-21,test
0000916365-25-000076,916365,TSCO,10-K,2025-02-20 21:59:40+00:00,2025-02-21,test
0000005272-25-000014,5272,AIG,8-K,2025-02-20 22:21:47+00:00,2025-02-21,test
0001043604-25-000025,1043604,JNPR,10-K,2025-02-21 17:13:54+00:00,2025-02-21,test
0001558370-25-001271,1063761,SPG,10-K,2025-02-21 16:03:27+00:00,2025-02-21,test
0000352541-25-000012,352541,LNT,8-K,2025-02-20 23:08:03+00:00,2025-02-21,test
0001164727-25-000011,1164727,NEM,10-K,2025-02-21 01:20:57+00:00,2025-02-21,test
0001274494-25-000006,1274494,FSLR,8-K,2025-02-20 21:09:21+00:00,2025-02-21,test
0001164727-25-000008,1164727,NEM,8-K,2025-02-20 21:01:49+00:00,2025-02-21,test
0001086222-25-000007,1086222,AKAM,8-K,2025-02-20 21:09:16+00:00,2025-02-21,test
0000007084-25-000011,7084,ADM,10-K,2025-02-20 21:01:46+00:00,2025-02-21,test
0001628280-25-006795,47111,HSY,8-K,2025-02-20 21:42:14+00:00,2025-02-21,test
0000089800-25-000030,89800,SHW,10-K,2025-02-20 22:24:24+00:00,2025-02-21,test
0000277135-25-000010,277135,GWW,10-K,2025-02-20 21:44:48+00:00,2025-02-21,test
0001628280-25-007118,55067,K,10-K,2025-02-21 16:16:13+00:00,2025-02-21,test
0001628280-25-006984,1374310,CBOE,10-K,2025-02-21 13:17:47+00:00,2025-02-21,test
0000066740-25-000015,66740,MMM,8-K,2025-02-21 11:30:45+00:00,2025-02-21,test
0001267238-25-000008,1267238,AIZ,10-K,2025-02-20 21:31:09+00:00,2025-02-21,test
0001094285-25-000053,1094285,TDY,10-K,2025-02-21 00:10:07+00:00,2025-02-21,test
0001075531-25-000010,1075531,BKNG,10-K,2025-02-20 22:12:27+00:00,2025-02-21,test
0001075531-25-000009,1075531,BKNG,8-K,2025-02-20 21:02:55+00:00,2025-02-21,test
0000745732-25-000003,745732,ROST,8-K,2025-02-20 21:32:08+00:00,2025-02-21,test
0000040987-25-000026,40987,GPC,10-K,2025-02-21 16:43:45+00:00,2025-02-21,test
0001281761-25-000010,1281761,RF,10-K,2025-02-21 18:39:09+00:00,2025-02-21,test
0001609711-25-000023,1609711,GDDY,10-K,2025-02-20 21:55:56+00:00,2025-02-21,test
0000813672-25-000024,813672,CDNS,10-K,2025-02-20 22:44:49+00:00,2025-02-21,test
0001103982-25-000065,1103982,MDLZ,8-K,2025-02-20 21:40:45+00:00,2025-02-21,test
0001558370-25-001263,31462,ECL,10-K,2025-02-21 13:04:24+00:00,2025-02-21,test
0001682852-25-000022,1682852,MRNA,10-K,2025-02-21 12:11:05+00:00,2025-02-21,test
0000874716-25-000037,874716,IDXX,10-K,2025-02-21 13:28:50+00:00,2025-02-21,test
0000900075-25-000003,900075,CPRT,8-K,2025-02-20 21:15:49+00:00,2025-02-21,test
0001564708-25-000096,1564708,NWS,8-K,2025-02-20 23:32:15+00:00,2025-02-21,test
0000927628-25-000092,927628,COF,10-K,2025-02-20 21:35:22+00:00,2025-02-21,test
0001193125-25-030851,200406,JNJ,8-K,2025-02-20 22:26:35+00:00,2025-02-21,test
0000713676-25-000027,713676,PNC,10-K,2025-02-21 17:21:08+00:00,2025-02-21,test
0001109357-25-000050,1109357,EXC,8-K,2025-02-21 16:16:56+00:00,2025-02-21,test
0001065696-25-000015,1065696,LKQ,10-K,2025-02-20 22:01:27+00:00,2025-02-21,test
0001193125-25-030788,51253,IFF,8-K,2025-02-20 21:49:13+00:00,2025-02-21,test
0000827052-25-000008,827052,EIX,8-K,2025-02-20 21:11:10+00:00,2025-02-21,test
0000093410-25-000009,93410,CVX,10-K,2025-02-21 16:20:51+00:00,2025-02-21,test
0001705696-25-000033,1705696,VICI,10-K,2025-02-20 21:18:13+00:00,2025-02-21,test
0001705696-25-000032,1705696,VICI,8-K,2025-02-20 21:16:12+00:00,2025-02-21,test
0001145197-25-000006,1145197,PODD,8-K,2025-02-20 21:04:10+00:00,2025-02-21,test
0001145197-25-000007,1145197,PODD,10-K,2025-02-20 22:36:54+00:00,2025-02-21,test
0000950170-25-024136,1590955,PAYC,10-K,2025-02-20 21:05:39+00:00,2025-02-21,test
0001145197-25-000008,1145197,PODD,8-K,2025-02-20 22:38:06+00:00,2025-02-21,test
0000713676-25-000029,713676,PNC,8-K,2025-02-21 19:28:37+00:00,2025-02-21,test
0001534701-25-000074,1534701,PSX,10-K,2025-02-21 19:39:10+00:00,2025-02-21,test
0001193125-25-030833,860730,HCA,8-K,2025-02-20 22:15:04+00:00,2025-02-21,test
0001047862-25-000014,1047862,ED,8-K,2025-02-20 21:50:24+00:00,2025-02-21,test
0001099219-25-000044,1099219,MET,10-K,2025-02-21 00:44:56+00:00,2025-02-21,test
0001047862-25-000011,1047862,ED,10-K,2025-02-20 21:36:55+00:00,2025-02-21,test
0001193125-25-030731,1286681,DPZ,8-K,2025-02-20 21:16:12+00:00,2025-02-21,test
0000950170-25-024723,879101,KIM,10-K,2025-02-21 19:01:08+00:00,2025-02-21,test
0000051434-25-000013,51434,IP,10-K,2025-02-21 18:50:28+00:00,2025-02-21,test
0001300514-25-000049,1300514,LVS,8-K,2025-02-24 13:38:31+00:00,2025-02-24,test
0001262039-25-000011,1262039,FTNT,10-K,2025-02-21 22:25:20+00:00,2025-02-24,test
0000920522-25-000024,920522,ESS,10-K,2025-02-21 21:51:05+00:00,2025-02-24,test
0000831001-25-000067,831001,C,10-K,2025-02-21 22:12:44+00:00,2025-02-24,test
0001410636-25-000044,1410636,AWK,8-K,2025-02-24 11:59:14+00:00,2025-02-24,test
0001628280-25-007201,10456,BAX,10-K,2025-02-21 22:15:03+00:00,2025-02-24,test
0000072903-25-000025,72903,XEL,8-K,2025-02-21 22:09:29+00:00,2025-02-24,test
0000047217-25-000010,47217,HPQ,8-K,2025-02-21 21:15:40+00:00,2025-02-24,test
0000352541-25-000014,352541,LNT,10-K,2025-02-21 21:46:26+00:00,2025-02-24,test
0001120193-25-000008,1120193,NDAQ,10-K,2025-02-21 21:56:38+00:00,2025-02-24,test
0000950170-25-024864,106535,WY,8-K,2025-02-21 21:16:39+00:00,2025-02-24,test
0000945841-25-000012,945841,POOL,8-K,2025-02-21 21:09:00+00:00,2025-02-24,test
0001104659-25-016142,811156,CMS,8-K,2025-02-21 21:15:19+00:00,2025-02-24,test
0000950170-25-025220,1286681,DPZ,8-K,2025-02-24 11:05:08+00:00,2025-02-24,test
0000895421-25-000304,895421,MS,10-K,2025-02-21 21:25:14+00:00,2025-02-24,test
0000950170-25-025223,1286681,DPZ,10-K,2025-02-24 11:10:31+00:00,2025-02-24,test
0001193125-25-032863,1701605,BKR,8-K,2025-02-24 14:00:18+00:00,2025-02-24,test
0001193125-25-031999,860730,HCA,8-K,2025-02-21 21:10:38+00:00,2025-02-24,test
0001402057-25-000018,1402057,CDW,10-K,2025-02-21 21:20:10+00:00,2025-02-24,test
0001193125-25-032004,915389,EMN,8-K,2025-02-21 21:15:47+00:00,2025-02-24,test
0000036104-25-000016,36104,USB,10-K,2025-02-21 21:55:07+00:00,2025-02-24,test
0001628280-25-007110,1800,ABT,10-K,2025-02-21 21:07:20+00:00,2025-02-24,test
0001193125-25-032778,1336920,LDOS,8-K,2025-02-24 12:13:05+00:00,2025-02-24,test
0001193125-25-031985,1045609,PLD,8-K,2025-02-21 21:05:32+00:00,2025-02-24,test
0001193125-25-032028,1137774,PRU,8-K,2025-02-21 21:29:58+00:00,2025-02-24,test
0000874766-25-000023,874766,HIG,10-K,2025-02-21 21:18:27+00:00,2025-02-24,test
0001193125-25-032029,1283699,TMUS,8-K,2025-02-21 21:30:19+00:00,2025-02-24,test
0001100682-25-000014,1100682,CRL,8-K,2025-02-21 21:30:25+00:00,2025-02-24,test
0001306830-25-000027,1306830,CE,10-K,2025-02-21 21:06:51+00:00,2025-02-24,test
0001104659-25-016161,202058,LHX,8-K,2025-02-21 21:34:26+00:00,2025-02-24,test
0001437749-25-004747,1179929,MOH,8-K,2025-02-21 21:15:31+00:00,2025-02-24,test
0001140361-25-005439,1324424,EXPE,8-K,2025-02-21 21:40:04+00:00,2025-02-24,test
0001564708-25-000098,1564708,NWS,8-K,2025-02-24 12:05:42+00:00,2025-02-24,test
0000950170-25-025210,1067983,BRK,10-K,2025-02-24 11:03:00+00:00,2025-02-24,test
0001666700-25-000007,1666700,DD,8-K,2025-02-21 21:17:43+00:00,2025-02-24,test
0000899051-25-000015,899051,ALL,10-K,2025-02-24 17:23:27+00:00,2025-02-24,test
0000020286-25-000009,20286,CINF,10-K,2025-02-24 19:41:13+00:00,2025-02-24,test
0000354950-25-000030,354950,HD,8-K,2025-02-25 11:49:51+00:00,2025-02-25,test
0000002488-25-000026,2488,AMD,8-K,2025-02-24 22:20:12+00:00,2025-02-25,test
0001104659-25-016855,1022671,STLD,8-K,2025-02-25 17:25:29+00:00,2025-02-25,test
0001193125-25-033430,860730,HCA,8-K,2025-02-24 21:19:54+00:00,2025-02-25,test
0000726728-25-000049,726728,O,8-K,2025-02-24 21:07:25+00:00,2025-02-25,test
0001193125-25-033383,106040,WDC,8-K,2025-02-24 21:10:41+00:00,2025-02-25,test
0001628280-25-007386,47111,HSY,8-K,2025-02-24 21:26:11+00:00,2025-02-25,test
0001418135-25-000013,1418135,KDP,10-K,2025-02-25 14:19:39+00:00,2025-02-25,test
0001193125-25-033399,1034054,SBAC,8-K,2025-02-24 21:18:31+00:00,2025-02-25,test
0001071739-25-000031,1071739,CNC,8-K,2025-02-24 21:17:11+00:00,2025-02-25,test
0001193125-25-034311,1751788,DOW,8-K,2025-02-25 13:27:56+00:00,2025-02-25,test
0001858681-25-000034,1858681,APO,10-K,2025-02-24 21:40:05+00:00,2025-02-25,test
0000073124-25-000105,73124,NTRS,10-K,2025-02-24 21:55:08+00:00,2025-02-25,test
0001193125-25-034283,1633917,PYPL,8-K,2025-02-25 12:49:32+00:00,2025-02-25,test
0001193125-25-033389,858877,CSCO,8-K,2025-02-24 21:15:21+00:00,2025-02-25,test
0001193125-25-033509,2969,APD,8-K,2025-02-24 21:53:31+00:00,2025-02-25,test
0001097149-25-000008,1097149,ALGN,8-K,2025-02-25 01:03:34+00:00,2025-02-25,test
0000950170-25-026098,906107,EQR,8-K,2025-02-25 13:07:00+00:00,2025-02-25,test
0001418135-25-000011,1418135,KDP,8-K,2025-02-25 12:02:07+00:00,2025-02-25,test
0001000228-25-000014,1000228,HSIC,10-K,2025-02-25 20:08:48+00:00,2025-02-25,test
0000063908-25-000012,63908,MCD,10-K,2025-02-25 18:19:01+00:00,2025-02-25,test
0001564708-25-000100,1564708,NWS,8-K,2025-02-25 00:46:45+00:00,2025-02-25,test
0001558370-25-001424,1297996,DLR,10-K,2025-02-25 02:40:43+00:00,2025-02-25,test
0000950142-25-000519,84839,ROL,8-K,2025-02-24 22:01:52+00:00,2025-02-25,test
0000950170-25-025606,1278021,MKTX,10-K,2025-02-24 21:06:08+00:00,2025-02-25,test
0001039684-25-000026,1039684,OKE,8-K,2025-02-24 21:53:09+00:00,2025-02-25,test
0000827054-25-000033,827054,MCHP,8-K,2025-02-24 21:05:37+00:00,2025-02-25,test
0001539838-25-000016,1539838,FANG,8-K,2025-02-24 21:06:09+00:00,2025-02-25,test
0000920148-25-000032,920148,LH,10-K,2025-02-25 17:58:30+00:00,2025-02-25,test
0001032208-25-000008,1032208,SRE,8-K,2025-02-25 15:54:18+00:00,2025-02-25,test
0001193125-25-034579,1000697,WAT,10-K,2025-02-25 15:55:15+00:00,2025-02-25,test
0001086222-25-000028,1086222,AKAM,10-K,2025-02-24 22:10:36+00:00,2025-02-25,test
0001193125-25-034436,788784,PEG,8-K,2025-02-25 14:00:28+00:00,2025-02-25,test
0001393311-25-000036,1393311,PSA,10-K,2025-02-24 21:25:54+00:00,2025-02-25,test
0001393311-25-000034,1393311,PSA,8-K,2025-02-24 21:23:31+00:00,2025-02-25,test
0000011544-25-000005,11544,WRB,10-K,2025-02-24 21:18:40+00:00,2025-02-25,test
0000035527-25-000079,35527,FITB,10-K,2025-02-24 22:25:04+00:00,2025-02-25,test
0000882835-25-000008,882835,ROP,10-K,2025-02-24 22:06:17+00:00,2025-02-25,test
0000950170-25-026278,1140536,WTW,10-K,2025-02-25 17:58:58+00:00,2025-02-25,test
0000950170-25-026584,2012383,BLK,10-K,2025-02-25 20:59:36+00:00,2025-02-25,test
0000016732-25-000018,16732,CPB,8-K,2025-02-24 21:51:24+00:00,2025-02-25,test
0001944048-25-000033,1944048,KVUE,10-K,2025-02-24 21:06:09+00:00,2025-02-25,test
0001140361-25-005703,1404912,KKR,8-K,2025-02-25 00:02:21+00:00,2025-02-25,test
0000914208-25-000114,914208,IVZ,10-K,2025-02-25 18:27:00+00:00,2025-02-25,test
0001000228-25-000010,1000228,HSIC,8-K,2025-02-25 11:14:35+00:00,2025-02-25,test
0000858470-25-000066,858470,CTRA,8-K,2025-02-24 21:24:01+00:00,2025-02-25,test
0000764622-25-000023,764622,PNW,10-K,2025-02-25 13:26:17+00:00,2025-02-25,test
0000764622-25-000022,764622,PNW,8-K,2025-02-25 13:25:03+00:00,2025-02-25,test
0001193125-25-035269,1618921,WBA,8-K,2025-02-25 17:15:06+00:00,2025-02-25,test
0001104659-25-016499,33213,EQT,8-K,2025-02-24 21:09:43+00:00,2025-02-25,test
0001193125-25-033393,1067983,BRK,8-K,2025-02-24 21:15:48+00:00,2025-02-25,test
0001053507-25-000022,1053507,AMT,8-K,2025-02-25 12:02:40+00:00,2025-02-25,test
0000858470-25-000069,858470,CTRA,8-K,2025-02-24 23:10:09+00:00,2025-02-25,test
0000093751-25-000166,93751,STT,8-K,2025-02-26 12:29:52+00:00,2025-02-26,test
0001659166-25-000024,1659166,FTV,10-K,2025-02-25 21:16:41+00:00,2025-02-26,test
0000004977-25-000047,4977,AFL,10-K,2025-02-26 17:26:15+00:00,2025-02-26,test
0001032208-25-000012,1032208,SRE,10-K,2025-02-25 21:57:50+00:00,2025-02-26,test
0000092230-25-000020,92230,TFC,10-K,2025-02-25 21:49:09+00:00,2025-02-26,test
0000950170-25-026811,79282,BRO,8-K,2025-02-25 22:00:09+00:00,2025-02-26,test
0001193125-25-035177,1336920,LDOS,8-K,2025-02-25 21:23:35+00:00,2025-02-26,test
0001408198-25-000069,1408198,MSCI,8-K,2025-02-25 22:01:14+00:00,2025-02-26,test
0001967680-25-000008,1967680,VLTO,10-K,2025-02-25 21:38:30+00:00,2025-02-26,test
0001327811-25-000041,1327811,WDAY,8-K,2025-02-25 21:05:04+00:00,2025-02-26,test
0001193125-25-035244,1120193,NDAQ,8-K,2025-02-25 21:58:43+00:00,2025-02-26,test
0001327811-25-000040,1327811,WDAY,8-K,2025-02-25 21:02:26+00:00,2025-02-26,test
0001039684-25-000043,1039684,OKE,8-K,2025-02-25 21:32:54+00:00,2025-02-26,test
0001069183-25-000015,1069183,AXON,8-K,2025-02-25 21:08:20+00:00,2025-02-26,test
0001193125-25-035212,1389170,TRGP,8-K,2025-02-25 21:41:51+00:00,2025-02-26,test
0001601046-25-000006,1601046,KEYS,8-K,2025-02-25 21:08:43+00:00,2025-02-26,test
0000008818-25-000003,8818,AVY,10-K,2025-02-26 18:36:51+00:00,2025-02-26,test
0001104659-25-017279,1126328,PFG,8-K,2025-02-26 14:20:22+00:00,2025-02-26,test
0001274494-25-000010,1274494,FSLR,10-K,2025-02-25 21:11:24+00:00,2025-02-26,test
0001274494-25-000009,1274494,FSLR,8-K,2025-02-25 21:06:24+00:00,2025-02-26,test
0001104659-25-017232,1748790,AMCR,8-K,2025-02-26 13:10:49+00:00,2025-02-26,test
0000072971-25-000066,72971,WFC,10-K,2025-02-25 21:36:31+00:00,2025-02-26,test
0000726728-25-000055,726728,O,10-K,2025-02-25 21:09:40+00:00,2025-02-26,test
0001193125-25-035946,882184,DHI,8-K,2025-02-26 13:58:32+00:00,2025-02-26,test
0001590895-25-000068,1590895,CZR,10-K,2025-02-25 21:33:44+00:00,2025-02-26,test
0000950170-25-026661,878927,ODFL,10-K,2025-02-25 21:11:23+00:00,2025-02-26,test
0000060667-25-000018,60667,LOW,8-K,2025-02-26 13:45:36+00:00,2025-02-26,test
0001564708-25-000102,1564708,NWS,8-K,2025-02-26 00:11:51+00:00,2025-02-26,test
0001375365-25-000004,1375365,SMCI,10-K,2025-02-25 21:43:51+00:00,2025-02-26,test
0000012927-25-000018,12927,BA,8-K,2025-02-25 22:17:58+00:00,2025-02-26,test
0000107263-25-000031,107263,WMB,10-K,2025-02-25 22:07:14+00:00,2025-02-26,test
0000764180-25-000019,764180,MO,10-K,2025-02-26 19:13:50+00:00,2025-02-26,test
0000950170-25-027313,1725057,DAY,8-K,2025-02-26 11:12:42+00:00,2025-02-26,test
0001140361-25-005876,320193,AAPL,8-K,2025-02-25 21:47:19+00:00,2025-02-26,test
0001375365-25-000006,1375365,SMCI,10-Q,2025-02-25 21:49:29+00:00,2025-02-26,test
0001375365-25-000005,1375365,SMCI,10-Q,2025-02-25 21:47:28+00:00,2025-02-26,test
0000896878-25-000013,896878,INTU,8-K,2025-02-25 21:01:56+00:00,2025-02-26,test
0001039684-25-000036,1039684,OKE,10-K,2025-02-25 21:21:23+00:00,2025-02-26,test
0000051143-25-000015,51143,IBM,10-K,2025-02-25 21:12:45+00:00,2025-02-26,test
0001104659-25-017199,1748790,AMCR,8-K,2025-02-26 12:43:07+00:00,2025-02-26,test
0001193125-25-035138,1097864,ON,8-K,2025-02-25 21:10:12+00:00,2025-02-26,test
0001628280-25-007732,310158,MRK,10-K,2025-02-25 21:19:11+00:00,2025-02-26,test
0000950170-25-026604,1136869,ZBH,10-K,2025-02-25 21:01:39+00:00,2025-02-26,test
0000813828-25-000005,813828,PARA,10-K,2025-02-26 17:19:31+00:00,2025-02-26,test
0000858470-25-000075,858470,CTRA,10-K,2025-02-25 22:29:26+00:00,2025-02-26,test
0001437749-25-005158,1442145,VRSK,8-K,2025-02-26 12:21:49+00:00,2025-02-26,test
0000097745-25-000016,97745,TMO,8-K,2025-02-25 21:17:16+00:00,2025-02-26,test
0001086222-25-000047,1086222,AKAM,8-K,2025-02-25 21:49:37+00:00,2025-02-26,test
0001467858-25-000063,1467858,GM,8-K,2025-02-26 11:31:52+00:00,2025-02-26,test
0000031791-25-000009,31791,RVTY,10-K,2025-02-25 21:15:49+00:00,2025-02-26,test
0001053507-25-000025,1053507,AMT,10-K,2025-02-25 21:15:22+00:00,2025-02-26,test
0000070858-25-000139,70858,BAC,10-K,2025-02-25 22:07:15+00:00,2025-02-26,test
0001613103-25-000022,1613103,MDT,10-Q,2025-02-25 21:17:28+00:00,2025-02-26,test
0000720005-25-000039,720005,RJF,8-K,2025-02-26 20:39:39+00:00,2025-02-26,test
0001628280-25-007990,1707925,LIN,10-K,2025-02-26 15:17:43+00:00,2025-02-26,test
0001193125-25-035147,1136869,ZBH,8-K,2025-02-25 21:14:44+00:00,2025-02-26,test
0001193125-25-035219,96021,SYY,8-K,2025-02-25 21:46:51+00:00,2025-02-26,test
0000906345-25-000010,906345,CPT,8-K,2025-02-26 14:56:46+00:00,2025-02-26,test
0000109198-25-000006,109198,TJX,8-K,2025-02-26 14:10:00+00:00,2025-02-26,test
0001590895-25-000065,1590895,CZR,8-K,2025-02-25 21:09:15+00:00,2025-02-26,test
0000077360-25-000006,77360,PNR,10-K,2025-02-25 21:39:46+00:00,2025-02-26,test
0001193125-25-036747,813828,PARA,8-K,2025-02-26 16:12:38+00:00,2025-02-26,test
0001013871-25-000004,1013871,NRG,8-K,2025-02-26 11:57:49+00:00,2025-02-26,test
0001070750-25-000071,1070750,HST,10-K,2025-02-26 16:13:39+00:00,2025-02-26,test
0001193125-25-035123,1637459,KHC,8-K,2025-02-25 21:05:19+00:00,2025-02-26,test
